startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-23,10:27:14,2020-10-23,10:31:32,IP Address,100,258,True,2020-10-23 10:31:32,R_1QhYk36Nni16x9W,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Somewhat unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,10:34:23,2020-10-23,10:43:43,IP Address,100,559,True,2020-10-23 10:43:44,R_272Vu3yKZas06hV,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters",The Capital Area Recycling and Trash website,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Somewhat unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,08:46:33,2020-10-23,11:05:08,IP Address,100,8314,True,2020-10-23 11:05:08,R_3lAKaD3pfNUPcdr,anonymous,EN,"Information on my recycling cart,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Recycling Cart",Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,11:09:36,2020-10-23,11:14:46,IP Address,100,310,True,2020-10-23 11:14:46,R_31ATZ3iCca6SCJf,anonymous,EN,Information on my recycling cart,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Neither likely nor unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,11:11:53,2020-10-23,11:15:41,IP Address,100,228,True,2020-10-23 11:15:42,R_20SgdIkT1m2L5yC,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,"Trash Cart,Recycling Cart",Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Trash Cart,Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,11:25:07,2020-10-23,11:32:09,IP Address,100,422,True,2020-10-23 11:32:09,R_BywKRni64zwMAIp,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Recycle the item.
2020-10-23,12:04:00,2020-10-23,12:11:20,IP Address,100,439,True,2020-10-23 12:11:20,R_1mXwhSzht4Q9Luw,anonymous,EN,"The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",NA,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely likely,Extremely likely,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,13:59:47,2020-10-23,14:03:46,IP Address,100,239,True,2020-10-23 14:03:46,R_2ctRQHKnOky1zwW,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,14:26:38,2020-10-23,14:30:44,IP Address,100,245,True,2020-10-23 14:30:44,R_3rTjclHZrvGqJiw,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Neither likely nor unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,14:32:20,2020-10-23,14:35:28,IP Address,100,187,True,2020-10-23 14:35:28,R_2EtuhD3sL7ZMopd,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),"Trash Cart,Recycling Cart",Take to Drop-off Recycling Center,"Trash Cart,Recycling Cart",Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Extremely likely,Neither likely nor unlikely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,14:34:05,2020-10-23,14:39:02,IP Address,100,297,True,2020-10-23 14:39:02,R_3O160iKRafC0phA,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,14:37:36,2020-10-23,14:39:51,IP Address,100,134,True,2020-10-23 14:39:51,R_T6lbRY3FBNwGGqJ,anonymous,EN,The Capital Area Recycling And Trash website,The Capital Area Recycling and Trash website,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Recycle the item.
2020-10-23,14:35:24,2020-10-23,14:41:32,IP Address,100,368,True,2020-10-23 14:41:32,R_2VvxLj6rY4u0X3Z,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,"Trash Cart,Recycling Cart",Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)","Trash Cart,Recycling Cart","Recycling Cart,Take to Drop-off Recycling Center",Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Other (such as can and bottle return or compost),Trash Cart,"Trash Cart,Recycling Cart",Somewhat likely,Extremely likely,Extremely likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-23,14:33:29,2020-10-23,14:43:14,IP Address,100,585,True,2020-10-23 14:43:15,R_w7V3lmRJ1g76A7L,anonymous,EN,The Capital Area Recycling And Trash website,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-23,14:38:59,2020-10-23,14:44:27,IP Address,100,328,True,2020-10-23 14:44:28,R_3O1vo0TSVvTf06F,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,NA,Neither likely nor unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-23,14:42:23,2020-10-23,14:46:33,IP Address,100,250,True,2020-10-23 14:46:33,R_eFGZ7HinHAcx3J7,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,14:43:11,2020-10-23,14:47:39,IP Address,100,268,True,2020-10-23 14:47:39,R_1N3NzNZRYEtxmei,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,NA,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,"Recycling Cart,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Neither likely nor unlikely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
